albert michaels	superboy	0
albert michaels	superman	0
albert michaels	thunder	0
albert michaels	wally west	0
albert michaels	baron blitzkrieg	1
albert michaels	black adam	1
albert michaels	count vertigo	1
albert michaels	joker	1
albert michaels	lex luthor	1
albert michaels	poison ivy	1
albert michaels	psycho-pirate	1
albert michaels	titano	1
albert michaels	ultra-humanite	1
albert michaels	vandal savage	1
albert michaels	wotan	1
batman	alberto falcone	0
alberto falcone	batman	0
alberto falcone	calendar man	0
alberto falcone	carmine falcone	0
alberto falcone	james gordon	0
alberto falcone	johnny viti	0
alberto falcone	luigi maroni	0
alberto falcone	mario falcone	0
alberto falcone	salvatore maroni	0
alberto falcone	sofia falcone gigante	0
alberto falcone	two-face	0
alberto falcone	carmine falcone	1
alberto falcone	mario falcone	1
alberto falcone	sofia falcone gigante	1
alberto falcone	yes guy	1
batman	alex luthor	0
alex luthor	adam strange	0
alex luthor	anti-monitor	0
alex luthor	batman	0
alex luthor	dick grayson	0
alex luthor	dr. light (hoshi)	0
alex luthor	harbinger	0
alex luthor	jade	0
alex luthor	joker	0
alex luthor	kal-l	0
alex luthor	lady quark	0
alex luthor	lex luthor	0
alex luthor	looker	0
alex luthor	martian manhunter	0
alex luthor	nekron	0
alex luthor	superboy	0
alex luthor	superboy prime	0
alex luthor	the ray	0
alex luthor	ultra the multi-alien	0
alex luthor	ambush bug	1
alex luthor	arthur light	1
alex luthor	brother eye	1
alex luthor	calculator	1
alex luthor	general	1
alex luthor	humpty dumpty	1
alex luthor	kal-l	1
alex luthor	lex luthor	1
alex luthor	lois luthor	1
alex luthor	onomatopoeia	1
alex luthor	power girl	1
alex luthor	sabbac	1
alex luthor	silver banshee	1
alex luthor	super-turtle	1
alex luthor	superboy prime	1
batman	alfred stryker	0
alfred stryker	batman	0
alfred stryker	james gordon	0
batman	alien queen	0
alien queen	batman	0
alien queen	big momma	0
alien queen	broken tusk	0
alien queen	call	0
alien queen	darkseid	0
alien queen	dwayne hicks	0
alien queen	ellen ripley	0
alien queen	jeri	0
alien queen	judge dredd	0
alien queen	machiko noguchi	0
alien queen	newborn	0
alien queen	newt	0
alien queen	orion	0
alien queen	predator	0
alien queen	rogue alien	0
alien queen	superman	0
alien queen	terminator	0
alien queen	tomar dar	0
alien queen	witchblade	0
alien queen	alien runner	1
alien queen	alien warrior	1
alien queen	fire-eater alien	1
alien queen	newborn	1
alien queen	predalien	1
batman	alien warrior	0
alien warrior	ash	0
alien warrior	barin char	0
alien warrior	batman	0
alien warrior	big momma	0
alien warrior	brik	0
alien warrior	broken tusk	0
alien warrior	call	0
alien warrior	dwayne hicks	0
alien warrior	ellen ripley	0
alien warrior	gideon lee	0
alien warrior	green man	0
alien warrior	hal jordan	0
alien warrior	jeri	0
alien warrior	judge dredd	0
alien warrior	kilowog	0
alien warrior	kyle rayner	0
alien warrior	machiko noguchi	0
alien warrior	mogo	0
alien warrior	newborn	0
alien warrior	newt	0
alien warrior	predator	0
alien warrior	rogue alien	0
alien warrior	saint george	0
alien warrior	salaak	0
alien warrior	sara pezzini	0
alien warrior	sister midnight	0
alien warrior	superman	0
alien warrior	the darkness	0
alien warrior	tomar dar	0
alien warrior	tomar re	0
alien warrior	witchblade	0
alien warrior	alien queen	1
alien warrior	alien runner	1
alien warrior	eloise	1
alien warrior	fire-eater alien	1
alien warrior	predalien	1
batman	allergent	0
allergent	batman	0
allergent	lock-up	0
allergent	poison ivy	0
allergent	charaxes	1
allergent	two-face	1
batman	amygdala	0
amygdala	batman	0
amygdala	jean-paul valley	0
amygdala	bridget clancy	1
amygdala	dick grayson	1
amygdala	nite-wing	1
amygdala	torque	1
amygdala	ventriloquist (wesker)	1
batman	anarky	0
anarky	batman	0
anarky	batwoman	0
anarky	blue beetle	0
anarky	darkseid	0
anarky	green arrow	0
anarky	huntress (bertinelli)	0
anarky	kid devil	0
anarky	klarion	0
anarky	malochia	0
anarky	officer harper	0
anarky	ra's al ghul	0
anarky	rose wilson	0
anarky	roy harper	0
anarky	scarecrow	0
anarky	superboy	0
anarky	tim drake	0
anarky	viktor mikalek	0
anarky	wildcat	0
anarky	wonder girl	0
anarky	bart allen	1
anarky	deadshot	1
anarky	general	1
anarky	jade	1
anarky	jaeger	1
anarky	joe potato	1
anarky	legs	1
anarky	malochia	1
anarky	red tornado	1
anarky	scarab	1
anarky	secret	1
anarky	stargirl	1
anarky	superboy	1
batman	andrew warner	0
andrew warner	batman	0
batman	anthony romulus	0
anthony romulus	batman	0
anthony romulus	professor milo	0
batman	anthony zucco	0
anthony zucco	batman	0
anthony zucco	c.c. haly	0
anthony zucco	dick grayson	0
anthony zucco	john grayson	0
anthony zucco	mario falcone	0
anthony zucco	mary grayson	0
anthony zucco	nekron	0
anthony zucco	sonia zucco	0
anthony zucco	edward skeevers	1
anthony zucco	mayor cole	1
anthony zucco	pino maroni	1
anthony zucco	umberto maroni	1
batman	anthrax	0
anthrax	batman	0
anthrax	superman	0
batman	anti-fate	0
anti-fate	batman	0
anti-fate	doctor fate (eric & linda strauss)	0
anti-fate	doctor fate (linda strauss & nabu)	0
anti-fate	eric strauss	0
anti-fate	guy gardner	0
anti-fate	kent nelson	0
anti-fate	linda strauss	0
anti-fate	mr. miracle	0
anti-fate	nabu the wise	0
anti-fate	phantom stranger	0
anti-fate	doctor fate (linda strauss & nabu)	1
anti-fate	elisa stoner	1
anti-fate	joshua stoner	1
anti-fate	linda strauss	1
anti-fate	nabu the wise	1
anti-fate	typhon	1
batman	anti-matter man	0
anti-matter man	batman	0
anti-matter man	black canary	0
anti-matter man	doctor fate (nelson)	0
anti-matter man	doctor mid-nite	0
anti-matter man	flash	0
anti-matter man	hal jordan	0
anti-matter man	hawkman	0
anti-matter man	sandy hawkins	0
anti-matter man	snapper carr	0
anti-matter man	spectre	0
anti-matter man	wildcat	0
anti-matter man	anti-monitor	1
batman	anti-monitor	0
anti-monitor	ace morgan	0
anti-monitor	adam strange	0
anti-monitor	air wave	0
anti-monitor	al pratt	0
anti-monitor	alan scott	0
anti-monitor	alex luthor	0
anti-monitor	ambush bug	0
anti-monitor	amethyst	0
anti-monitor	animal man	0
anti-monitor	aquaman	0
anti-monitor	arisia	0
anti-monitor	atomic knight	0
anti-monitor	atrocitus	0
anti-monitor	aya	0
anti-monitor	barbara gordon	0
anti-monitor	barry allen	0
anti-monitor	batman	0
anti-monitor	beast boy	0
anti-monitor	biff bailey	0
anti-monitor	billy batson	0
anti-monitor	black canary	0
anti-monitor	black lightning	0
anti-monitor	black orchid	0
anti-monitor	bleez	0
anti-monitor	blok	0
anti-monitor	blue devil	0
anti-monitor	boodikka	0
anti-monitor	bouncing boy	0
anti-monitor	brainiac	0
anti-monitor	brainiac 5	0
anti-monitor	brainwave jr.	0
anti-monitor	bronze tiger	0
anti-monitor	broot	0
anti-monitor	bushmaster	0
anti-monitor	bzzd	0
anti-monitor	captain atom	0
anti-monitor	captain comet	0
anti-monitor	carol ferris	0
anti-monitor	cave carson	0
anti-monitor	celsius	0
anti-monitor	ch'p	0
anti-monitor	chameleon boy	0
anti-monitor	charlie vicker	0
anti-monitor	chaselon	0
anti-monitor	chemical king	0
anti-monitor	chlorophyll kid	0
anti-monitor	circe	0
anti-monitor	color kid	0
anti-monitor	colossal boy	0
anti-monitor	commander steel	0
anti-monitor	congorilla	0
anti-monitor	cosmic boy	0
anti-monitor	creeper	0
anti-monitor	crimson avenger (travis)	0
anti-monitor	cyborg	0
anti-monitor	dane dorrance	0
anti-monitor	darkseid	0
anti-monitor	dawn granger	0
anti-monitor	deadman	0
anti-monitor	dex-starr	0
anti-monitor	dick grayson	0
anti-monitor	doctor mist	0
anti-monitor	doctor occult	0
anti-monitor	doll man	0
anti-monitor	dolphin	0
anti-monitor	don hall	0
anti-monitor	donna troy	0
anti-monitor	dr. light (hoshi)	0
anti-monitor	dream girl	0
anti-monitor	duplicate boy	0
anti-monitor	eddore	0
anti-monitor	electrocutioner	0
anti-monitor	element lad	0
anti-monitor	elongated man	0
anti-monitor	elu	0
anti-monitor	felicity	0
anti-monitor	fire	0
anti-monitor	firehawk	0
anti-monitor	firestorm	0
anti-monitor	flash	0
anti-monitor	freddy freeman	0
anti-monitor	fury (kosmatos)	0
anti-monitor	galius zed	0
anti-monitor	ganthet	0
anti-monitor	geo-force	0
anti-monitor	godiva	0
anti-monitor	golden gladiator	0
anti-monitor	graf toren	0
anti-monitor	green arrow	0
anti-monitor	green lantern of sector 2020	0
anti-monitor	green man	0
anti-monitor	guardian	0
anti-monitor	guardian 7	0
anti-monitor	guy gardner	0
anti-monitor	hal jordan	0
anti-monitor	hank hall	0
anti-monitor	hannu	0
anti-monitor	harbinger	0
anti-monitor	human bomb	0
anti-monitor	huntress (wayne)	0
anti-monitor	ice maiden	0
anti-monitor	impala	0
anti-monitor	ion	0
anti-monitor	iroque	0
anti-monitor	isamot kol	0
anti-monitor	jack t. chance	0
anti-monitor	jay garrick	0
anti-monitor	jerry kent	0
anti-monitor	john stewart	0
anti-monitor	johnny quick	0
anti-monitor	june robbins	0
anti-monitor	kal-l	0
anti-monitor	katana	0
anti-monitor	ke'haan	0
anti-monitor	killer frost	0
anti-monitor	kilowog	0
anti-monitor	kismet	0
anti-monitor	kole	0
anti-monitor	kreon	0
anti-monitor	kyle rayner	0
anti-monitor	lady liberty	0
anti-monitor	lady quark	0
anti-monitor	laira	0
anti-monitor	larfleeze	0
anti-monitor	lashorr	0
anti-monitor	laurie lemmon	0
anti-monitor	liana	0
anti-monitor	lord volt	0
anti-monitor	major victory	0
anti-monitor	mary marvel	0
anti-monitor	mayflower	0
anti-monitor	medphyll	0
anti-monitor	mento	0
anti-monitor	mogo	0
anti-monitor	naomi kent	0
anti-monitor	nekron	0
anti-monitor	olympian	0
anti-monitor	owl woman	0
anti-monitor	owlman	0
anti-monitor	pariah	0
anti-monitor	phantom lady	0
anti-monitor	phantom stranger	0
anti-monitor	power girl	0
anti-monitor	power ring	0
anti-monitor	prince ra-man	0
anti-monitor	prof haley	0
anti-monitor	psimon	0
anti-monitor	psycho-pirate	0
anti-monitor	rama kushna	0
anti-monitor	ray palmer	0
anti-monitor	razer	0
anti-monitor	red ryan	0
anti-monitor	red star	0
anti-monitor	relok hag	0
anti-monitor	rising sun	0
anti-monitor	rocky davis	0
anti-monitor	roy harper	0
anti-monitor	saint walker	0
anti-monitor	sayd	0
anti-monitor	scar	0
anti-monitor	seraph	0
anti-monitor	sgt. rock	0
anti-monitor	silent majority	0
anti-monitor	sodam yat	0
anti-monitor	soranik natu	0
anti-monitor	sparkler	0
anti-monitor	spectre	0
anti-monitor	starfire	0
anti-monitor	steel	0
anti-monitor	stel	0
anti-monitor	sunburst	0
anti-monitor	superboy	0
anti-monitor	superboy prime	0
anti-monitor	supergirl	0
anti-monitor	superman	0
anti-monitor	superwoman	0
anti-monitor	swamp thing	0
anti-monitor	tasmanian devil	0
anti-monitor	ted kord	0
anti-monitor	tempest	0
anti-monitor	ten-eyed man	0
anti-monitor	the entity	0
anti-monitor	the monitor	0
anti-monitor	the presence	0
anti-monitor	thunderlord	0
anti-monitor	tomar re	0
anti-monitor	tomar tu	0
anti-monitor	tuatara	0
anti-monitor	ultraman	0
anti-monitor	uncle sam	0
anti-monitor	wild huntsman	0
anti-monitor	wonder woman	0
anti-monitor	xax	0
anti-monitor	zatanna	0
anti-monitor	zilius zox	0
anti-monitor	amon sur	1
anti-monitor	anti-matter man	1
anti-monitor	arkillo	1
anti-monitor	bedovian	1
anti-monitor	cyborg superman	1
anti-monitor	deathstorm	1
anti-monitor	despotellis	1
anti-monitor	enkafos	1
anti-monitor	karu-sil	1
anti-monitor	krona	1
anti-monitor	kryb	1
anti-monitor	lyssa drak	1
anti-monitor	parallax	1
anti-monitor	psycho-pirate	1
anti-monitor	ranx	1
anti-monitor	sinestro	1
anti-monitor	slushh	1
anti-monitor	superboy prime	1
batman	aquaman predator	0
aquaman predator	aquaman	0
aquaman predator	batman	0
aquaman predator	kyle rayner	0
aquaman predator	martian manhunter	0
aquaman predator	plastic man	0
aquaman predator	ray palmer	0
aquaman predator	superman	0
aquaman predator	wally west	0
aquaman predator	wonder woman	0
aquaman predator	atom predator	1
aquaman predator	batman predator	1
aquaman predator	flash predator	1
aquaman predator	green lantern predator	1
aquaman predator	plastic man predator	1
aquaman predator	superman predator	1
aquaman predator	wonder woman predator	1
batman	arnold flass	0
arnold flass	batman	0
arnold flass	james gordon	0
arnold flass	james gordon jr.	0
arnold flass	gillian b. loeb	1
batman	asmodel	0
asmodel	aquaman	0
asmodel	batman	0
asmodel	flash	0
asmodel	freddy freeman	0
asmodel	hal jordan	0
asmodel	lilith	0
asmodel	lord satanus	0
asmodel	martian manhunter	0
asmodel	orion	0
asmodel	the presence	0
asmodel	wally west	0
asmodel	zauriel	0
asmodel	lilith	1
asmodel	neron	1
asmodel	traumiel	1
batman	atom predator	0
atom predator	batman	0
atom predator	kyle rayner	0
atom predator	martian manhunter	0
atom predator	plastic man	0
atom predator	ray palmer	0
atom predator	superman	0
atom predator	wally west	0
atom predator	wonder woman	0
atom predator	aquaman predator	1
atom predator	atom predator	1
atom predator	batman predator	1
atom predator	flash predator	1
atom predator	green lantern predator	1
atom predator	plastic man predator	1
atom predator	superman predator	1
atom predator	wonder woman predator	1
batman	atomica	0
atomica	alexander luthor sr.	0
atomica	aquaman	0
atomica	barry allen	0
atomica	batman	0
atomica	celsius	0
atomica	cyborg	0
atomica	despero	0
atomica	element woman	0
atomica	firestorm	0
atomica	green arrow	0
atomica	hawkman	0
atomica	john constantine	0
atomica	joshua clay	0
atomica	karma	0
atomica	lex luthor	0
atomica	ocean master	0
atomica	scott fisher	0
atomica	superman	0
atomica	valentina vostok	0
atomica	wonder woman	0
atomica	zatanna	0
atomica	deathstorm	1
atomica	grid	1
atomica	johnny quick	1
atomica	owlman	1
atomica	power ring	1
atomica	sea king	1
atomica	superwoman	1
atomica	the outsider	1
atomica	ultraman	1
batman	azrael	0
azrael	batman	0
azrael	damian wayne	0
azrael	shellcase	0
azrael	the crusader	0
azrael	batman	1
azrael	dick grayson	1
azrael	doctor hurt	1
azrael	jean-paul valley	1
azrael	pete farelli	1
azrael	the crusader	1
azrael	tim drake	1
batman	babyface	0
babyface	batman	0
babyface	blue beetle	0
babyface	huntress (bertinelli)	0
babyface	mrs. manface	1
batman	bad cop	0
bad cop	barbara gordon	0
bad cop	batman	0
bad cop	james gordon	0
bad cop	joker	0
batman	bane	0
bane	alex merkel	0
bane	anya volkova	0
bane	barbara wilson	0
bane	batman	0
bane	batwoman	0
bane	black canary	0
bane	bumblebee	0
bane	captain america	0
bane	catwoman	0
bane	cheetah (minerva)	0
bane	detective yin	0
bane	dick grayson	0
bane	edgar	0
bane	elasti-girl	0
bane	film freak	0
bane	jean-paul valley	0
bane	joey yamamoto	0
bane	john wycliffe	0
bane	joker	0
bane	jongleur	0
bane	judomaster	0
bane	killer croc	0
bane	king snake	0
bane	lois lane robot	0
bane	mad hatter	0
bane	mammoth	0
bane	mr. smyth	0
bane	robotman	0
bane	scorpion	0
bane	terry mcginnis	0
bane	tim drake	0
bane	tommy jagger	0
bane	warp	0
bane	bird	1
bane	black mask	1
bane	brute	1
bane	catman	1
bane	deadshot	1
bane	dwarfstar	1
bane	electrocutioner	1
bane	eric	1
bane	jeannette	1
bane	king snake	1
bane	lex luthor	1
bane	liana kerzner	1
bane	malicia	1
bane	mr. freeze	1
bane	pix	1
bane	poison ivy	1
bane	ra's al ghul	1
bane	ragdoll	1
bane	ratcatcher	1
bane	scandal savage	1
bane	sebastian clark	1
bane	talia al ghul	1
bane	the professor	1
bane	trogg	1
bane	white rabbit	1
bane	william cobb	1
bane	wolf-spider	1
bane	zombie	1
batman	banner	0
banner	batman	0
batman	baron blitzkrieg	0
baron blitzkrieg	batman	0
baron blitzkrieg	citizen steel	0
baron blitzkrieg	damage	0
baron blitzkrieg	danette reilly	0
baron blitzkrieg	dick grayson	0
baron blitzkrieg	doll man	0
baron blitzkrieg	fireball	0
baron blitzkrieg	frankenstein	0
baron blitzkrieg	johnny quick	0
baron blitzkrieg	kent thurston	0
baron blitzkrieg	kuei	0
baron blitzkrieg	libby lawrence	0
baron blitzkrieg	magno	0
baron blitzkrieg	matthew tyler	0
baron blitzkrieg	nekron	0
baron blitzkrieg	neon	0
baron blitzkrieg	phantasmo	0
baron blitzkrieg	phantom lady	0
baron blitzkrieg	phantom lady	0
baron blitzkrieg	red torpedo	0
baron blitzkrieg	rex tyler	0
baron blitzkrieg	richard grey jr.	0
baron blitzkrieg	richard raleigh	0
baron blitzkrieg	roy lincoln	0
baron blitzkrieg	superboy prime	0
baron blitzkrieg	tigress	0
baron blitzkrieg	uncle sam	0
baron blitzkrieg	adolf hitler	1
baron blitzkrieg	albert michaels	1
baron blitzkrieg	captain nazi	1
baron blitzkrieg	catalyst	1
baron blitzkrieg	vandal savage	1
baron blitzkrieg	white dragon	1
batman	batman predator	0
batman predator	aquaman	0
batman predator	batman	0
batman predator	kyle rayner	0
batman predator	martian manhunter	0
batman predator	plastic man	0
batman predator	ray palmer	0
batman predator	superman	0
batman predator	wally west	0
batman predator	wonder woman	0
batman predator	aquaman predator	1
batman predator	atom predator	1
batman predator	batman predator	1
batman predator	flash predator	1
batman predator	green lantern predator	1
batman predator	plastic man predator	1
batman predator	superman predator	1
batman predator	wonder woman predator	1
batman	bear	0
bear	batman	0
bear	batman	1
batman	bedbug	0
bedbug	batman	0
batman	benedict asp	0
benedict asp	batman	0
benedict asp	shondra kinsolving	1
batman	bentley	0
bentley	batman	0
bentley	dollhouse	1
bentley	dollmaker	1
bentley	jack-in-the-box	1
bentley	olivia carr	1
bentley	orifice	1
bentley	sampson	1
batman	bianca steeplechase	0
bianca steeplechase	batman	0
bianca steeplechase	dick grayson	0
bianca steeplechase	harley quinn	1
batman	big game hunter	0
big game hunter	batman	0
batman	bird	0
bird	batman	0
bird	dick grayson	0
bird	jean-paul valley	0
bird	mad hatter	0
bird	bane	1
bird	trogg	1
bird	zombie	1
batman	birthday boy	0
birthday boy	barbara gordon	0
birthday boy	batman	0
birthday boy	harvey bullock	0
birthday boy	james gordon	0
birthday boy	penguin	1
batman	bizarro	0
bizarro	bizarro-doomsday	0
bizarro	bizarro-joker	0
bizarro	bizarro-kltpzyxm	0
bizarro	bizarro-lex luthor	0
bizarro	black canary	0
bizarro	black vulcan	0
bizarro	cecil sunbeam	0
bizarro	cir-el	0
bizarro	dr. francine langstrom	0
bizarro	frankenstein	0
bizarro	lady frankenstein	0
bizarro	megalodon-7	0
bizarro	mon-el	0
bizarro	officer harper	0
bizarro	overman	0
bizarro	red son superman	0
bizarro	roy lincoln	0
bizarro	solomon grundy	0
bizarro	superboy	0
bizarro	supergirl	0
bizarro	superlad	0
bizarro	superman	0
bizarro	venom	0
bizarro	zor-el	0
bizarro	angle man	1
bizarro	batmankoff	1
bizarro	batzarro	1
bizarro	bizarro junior no. 1	1
bizarro	bizarro lois lane jr.	1
bizarro	bizarro supergirl	1
bizarro	bizarro-flash	1
bizarro	bizarro-hawkman	1
bizarro	bizarro-krypto	1
bizarro	bizarro-lois lane	1
bizarro	bizarro-morgan edge	1
bizarro	bizarro-robin	1
bizarro	captain cold	1
bizarro	captain comet	1
bizarro	chief justice max	1
bizarro	gorilla grodd	1
bizarro	kroc	1
bizarro	lady frankenstein	1
bizarro	lex luthor	1
bizarro	lucy lane	1
bizarro	melissa	1
bizarro	poison ivy	1
bizarro	sinestro	1
bizarro	skizm	1
bizarro	solomon grundy	1
bizarro	stupor-woman	1
bizarro	synnar	1
bizarro	yellow lantern	1
bizarro	zoom	1
batman	black beetle	0
black beetle	batman	0
black beetle	berto reyes	0
black beetle	bianca reyes	0
black beetle	blue beetle	0
black beetle	booster gold	0
black beetle	brenda del vecchio	0
black beetle	cyborg	0
black beetle	dan garret	0
black beetle	dick grayson	0
black beetle	fire	0
black beetle	ice	0
black beetle	khaji da	0
black beetle	milagro reyes	0
black beetle	mr. miracle	0
black beetle	paco	0
black beetle	parallax	0
black beetle	rex hunter	0
black beetle	rip hunter	0
black beetle	skeets	0
black beetle	t.o. morrow	0
black beetle	ted kord	0
black beetle	the web	0
black beetle	trigon	0
black beetle	deathstroke	1
black beetle	despero	1
black beetle	grant wilson	1
black beetle	jonar jon carter	1
black beetle	lex luthor	1
black beetle	mr. mind	1
black beetle	negotiator	1
black beetle	per degaton	1
black beetle	t.o. morrow	1
black beetle	ultra-humanite	1
batman	black mask	0
black mask	barbara gordon	0
black mask	batman	0
black mask	black spider	0
black mask	blockbuster	0
black mask	cassandra cain	0
black mask	catgirl	0
black mask	catwoman	0
black mask	circe	0
black mask	dick grayson	0
black mask	fat tony	0
black mask	firefly	0
black mask	general	0
black mask	harvey bullock	0
black mask	holly robinson	0
black mask	jason todd	0
black mask	maggie kyle	0
black mask	man-bat	0
black mask	nekron	0
black mask	onyx	0
black mask	orpheus	0
black mask	phantasm	0
black mask	roland desmond	0
black mask	sam bradley jr	0
black mask	simon burton	0
black mask	slam bradley	0
black mask	stephanie brown	0
black mask	tim drake	0
black mask	two-face	0
black mask	wildcat	0
black mask	adam bomb	1
black mask	alyce sinner	1
black mask	bane	1
black mask	deadshot	1
black mask	deathstroke	1
black mask	doctor death	1
black mask	electrocutioner	1
black mask	firebug	1
black mask	firefly	1
black mask	fright	1
black mask	humpty dumpty	1
black mask	jane doe	1
black mask	killer croc	1
black mask	killer moth	1
black mask	lady shiva	1
black mask	lyle blanco	1
black mask	metalhead	1
black mask	mr. freeze	1
black mask	mr. zsasz	1
black mask	reaper	1
black mask	smart bomb	1
black mask	young el	1
batman	black spider	0
black spider	batman	0
black spider	black mask	0
black spider	caley burns	0
black spider	catman	0
black spider	hank hall	0
black spider	holly granger	0
black spider	huntress (bertinelli)	0
black spider	mad dog	0
black spider	savant	0
black spider	voltaic	0
black spider	calculator	1
black spider	hanniball hardwicke	1
black spider	iceberg	1
black spider	yo-yo	1
batman	black wind	0
black wind	batman	0
black wind	cassandra cain	0
batman	blackrock	0
blackrock	batman	0
blackrock	supergirl	0
blackrock	superman	0
blackrock	brainstorm	1
blackrock	peter silverstone	1
batman	blight	0
blight	batman	0
blight	harry tully	0
blight	mr. freeze	0
blight	paxton powers	0
blight	stalker	0
blight	terry mcginnis	0
blight	warren mcginnis	0
blight	inque	1
blight	mr. fixx	1
blight	paxton powers	1
blight	shriek	1
blight	vendetta	1
blight	vilmos egans	1
batman	blockbuster	0
blockbuster	backlash	0
blockbuster	barbara gordon	0
blockbuster	batman	0
blockbuster	black canary	0
blockbuster	black mask	0
blockbuster	black mass	0
blockbuster	blind faith	0
blockbuster	channelman	0
blockbuster	crowbar	0
blockbuster	darkseid	0
blockbuster	dick grayson	0
blockbuster	dr. polaris (emerson)	0
blockbuster	earthworm	0
blockbuster	hackrat	0
blockbuster	houngan	0
blockbuster	killer frost	0
blockbuster	king billy	0
blockbuster	lex luthor	0
blockbuster	massacre	0
blockbuster	mon-el	0
blockbuster	natasha irons	0
blockbuster	nightfall	0
blockbuster	nuklon (mckenna)	0
blockbuster	powerboy	0
blockbuster	razorsharp	0
blockbuster	shrike	0
blockbuster	the key	0
blockbuster	torque	0
blockbuster	trajectory	0
blockbuster	william payton	0
blockbuster	amanda waller	1
blockbuster	bolt	1
blockbuster	bronze tiger	1
blockbuster	cheetah (minerva)	1
blockbuster	copperhead	1
blockbuster	count vertigo	1
blockbuster	deadline	1
blockbuster	floronic man	1
blockbuster	gorilla grodd	1
blockbuster	kgbeast	1
blockbuster	lex luthor	1
blockbuster	multiplex	1
blockbuster	necromancer	1
blockbuster	owen mercer	1
blockbuster	plastique	1
blockbuster	rick flag	1
blockbuster	roland desmond	1
blockbuster	shrapnel	1
blockbuster	sudden death	1
blockbuster	thrilldevil	1
blockbuster	wizard	1
batman	blue matt	0
blue matt	batman	0
blue matt	superman	0
blue matt	cathode	1
blue matt	erase	1
blue matt	fast forward	1
blue matt	uhf	1
blue matt	volume	1
batman	bonecrusher	0
bonecrusher	batman	0
batman	bookworm	0
bookworm	batman	0
bookworm	gina manelli	0
bookworm	huntress	0
bookworm	clock king	1
bookworm	egghead	1
bookworm	false-face	1
bookworm	holly bertinelli	1
bookworm	king tut	1
bookworm	mad hatter	1
bookworm	picture man	1
batman	bouncer	0
bouncer	batman	0
batman	branden	0
branden	batman	0
branden	aaron cash	1
branden	creeper	1
branden	ethan bennett	1
branden	gillian b. loeb	1
branden	harvey bullock	1
batman	breakdown	0
breakdown	august general in iron	0
breakdown	batman	0
breakdown	booster gold	0
breakdown	david zavimbe	0
breakdown	godiva	0
breakdown	guy gardner	0
breakdown	kevin kho	0
breakdown	crosscut	1
breakdown	intersek	1
breakdown	lightweaver	1
batman	bruno	0
bruno	batman	0
bruno	carrie kelley	0
bruno	abner	1
bruno	joker	1
batman	bullseye	0
bullseye	amanda mcgill	0
bullseye	american eagle	0
bullseye	americop	0
bullseye	andreas von strucker	0
bullseye	anole	0
bullseye	ares	0
bullseye	armor	0
bullseye	batman	0
bullseye	black widow	0
bullseye	blue streak (swift)	0
bullseye	captain america	0
bullseye	carlos cruz	0
bullseye	daken	0
bullseye	daredevil	0
bullseye	elektra	0
bullseye	foggy nelson	0
bullseye	hawkeye	0
bullseye	hit-monkey	0
bullseye	hurricane	0
bullseye	jack flag	0
bullseye	karen page	0
bullseye	kate bishop	0
bullseye	kirsten mcduffie	0
bullseye	lectronn	0
bullseye	luke cage	0
bullseye	machinesmith	0
bullseye	melter	0
bullseye	mercury	0
bullseye	mimic	0
bullseye	mirage	0
bullseye	molecule man	0
